index,surface,lemma,enlemma,clar,pos,gender,number,notes,extra,sort
170749,sennu,sennu,taunt,,v,\N,\N,\N,\N,p7jjs
170772,sens,sens,sense,\N,n,f,sg,\N,\N,p7jp
170773,sensitif,sensitif,sensitive,,adj,,,\N,\N,p7jpdqd8
170774,sensitifrwydd,sensitifrwydd,sensitivity,,n,m,sg,\N,\N,p7jpdqd8ntu6
170775,sentar,sentar,centre,\N,n,f,sg,\N,\N,p7jq1n
170776,septagon,septagon,septagon,,n,m,sg,\N,\N,p7lq1akj
170778,serch,serch,notwithstanding,,conj,,,\N,\N,p7n4
170802,serchu,serchu,love,,v,\N,\N,\N,\N,p7n4s
170834,seremoni,seremoni,ceremony,,n,f,sg,\N,\N,p7n7ikjd
170836,seren,seren,star,,n,f,sg,\N,\N,p7n7j
170843,serennu,serennu,sparkle,,v,\N,\N,\N,\N,p7n7jjs
170896,serfio,serfio,serve,,v,\N,\N,\N,\N,p7n8dk
170982,serio,serio,sear,,v,\N,\N,\N,\N,p7ndk
170990,seriws,seriws,serious,\N,adj,\N,\N,\N,\N,p7ndtp
170992,sero,sero,zero,,n,m,sg,\N,\N,p7nk
170993,serth,serth,steep,,adj,,,\N,\N,p7nr
170994,sesiwn,sesiwn,session,,n,f,sg,\N,\N,p7pdtj
170996,seston,seston,cistern,\N,n,f,sg,\N,\N,p7pqkj
170997,sêt,sêt,seat,\N,n,f,sg,\N,\N,p7q
171000,set,set,set,,n,f,sg,\N,\N,p7q
171001,setliad,setliad,settlement,,n,m,sg,\N,\N,p7qgd15
171031,setlo,setlo,settle,,v,\N,\N,\N,\N,p7qgk
171057,sffêr,sffêr,sphere,,n,f,sg,\N,\N,p97n
171070,sgaldian,sgaldian,scald,,v,\N,\N,\N,\N,pa1g5d1j
171128,sgaldio,sgaldio,scald,,v,\N,\N,\N,\N,pa1g5dk
171211,sganio,sganio,scan,,v,\N,\N,\N,\N,pa1jdk
171213,sganiwr,sganiwr,scanner,,n,m,sg,\N,\N,pa1jdtn
171248,sgathru,sgathru,cut,,v,\N,\N,\N,\N,pa1rns
171313,sgeintio,sgeintio,sprinkle,,v,\N,\N,\N,\N,pa7djqdk
171320,sgema,sgema,schema,,n,f,sg,\N,\N,pa7i1
171322,sgerbwd,sgerbwd,skeleton,,n,m,sg,\N,\N,pa7n2t5
171323,sgert,sgert,skirt,\N,n,f,sg,\N,\N,pa7nq
171324,sgìl,sgìl,skill,,n,m,sg,\N,\N,padg
171326,sgil-effaith,sgil-effaith,side-effect,,n,f,sg,\N,\N,padg0791dr
171328,sgileffaith,sgileffaith,side-effect,,n,f,sg,\N,\N,padg791dr
171330,sgimio,sgimio,skim,\N,v,\N,\N,\N,\N,padidk
171374,sgio,sgio,ski,,v,\N,\N,\N,\N,padk
171401,sgipio,sgipio,skip,,v,\N,\N,\N,\N,padldk
171433,sgiwedd,sgiwedd,skewness,,n,m,sg,\N,\N,padt76
171481,sglefrio,sglefrio,skate,,v,\N,\N,\N,\N,pag78ndk
171528,sglefrholio,sglefrholio,rollerskate,,v,\N,\N,\N,\N,pag78okgdk
171536,sglein,sglein,shine,\N,n,m,sg,\N,\N,pag7dj
171537,sglein uchel,sglein uchel,high gloss,,adj,,,\N,\N,pag7dj0s47g
171576,sgleinio,sgleinio,polish,,v,\N,\N,\N,\N,pag7djdk
171589,sgleiniog,sgleiniog,glossy,,adj,,,\N,\N,pag7djdka
171590,sgôp,sgôp,scope,,n,m,sg,\N,\N,pakl
171592,sgôr,sgôr,score,,n,m,sg,\N,\N,pakn
171608,sgori,sgori,score,,v,\N,\N,\N,\N,paknd
171653,sgorio,sgorio,score,,v,\N,\N,\N,\N,pakndk
171713,sgrafellu,sgrafellu,scrape,,v,\N,\N,\N,\N,pan187hs
171752,sgrap,sgrap,scrap,,n,m,sg,\N,\N,pan1l
171803,sgrapio,sgrapio,scrape,,v,\N,\N,\N,\N,pan1ldk
171853,sgrechain,sgrechian,scream,,v,\N,\N,\N,\N,pan74d1j
171871,sgrechio,sgrechian,scream,,v,\N,\N,\N,\N,pan74d1j
171904,sgrechian,sgrechian,scream,,v,\N,\N,\N,\N,pan74d1j
171971,sgrialu,sgrialu,scramble,,v,\N,\N,\N,\N,pand1gs
172038,sgriblan,sgriblan,scribble,,v,\N,\N,\N,\N,pand2g1j
172107,sgriblian,sgriblian,scribble,,v,\N,\N,\N,\N,pand2gd1j
172147,sgriblo,sgriblo,scribble,,v,\N,\N,\N,\N,pand2gk
172193,sgrifennu,sgrifennu,write,,v,\N,\N,\N,\N,pand87jjs
172221,sgrin,sgrin,screen,,n,f,sg,\N,\N,pandj
172257,sgrinio,sgrinio,screen,,v,\N,\N,\N,\N,pandjdk
172274,sgrinlun,sgrinlun,screenshot,,n,m,sg,\N,\N,pandjgsj
172276,sgript,sgript,script,,n,f,sg,\N,\N,pandlq
172277,sgriptio,sgriptio,script,,v,\N,\N,\N,\N,pandlqdk
172320,sgriwio,sgriwio,screw,,v,\N,\N,\N,\N,pandtdk
172329,sgrolio,sgrolio,scroll,,v,\N,\N,\N,\N,pankgdk
172331,sgrolydd,sgrolydd,scroller,,n,m,sg,\N,\N,pankgu6
172373,sgrwbio,sgrwbio,scrub,,v,\N,\N,\N,\N,pant2dk
172384,sgwad,sgwad,squad,,n,m,sg,\N,\N,pat15
172385,sgwâr,sgwâr,square,,n,m,sg,\N,\N,pat1n
172437,sgwario,sgwario,square,,v,\N,\N,\N,\N,pat1ndk
172439,sgwaryn,sgwaryn,set square,,n,m,sg,\N,\N,pat1nuj
172493,sgwennu,sgwennu,write,,v,\N,\N,\N,\N,pat7jjs
172527,sgwlcan,sgwlcan,skulk,,v,\N,\N,\N,\N,patg31j
172582,sgwrio,sgwrio,scour,,v,\N,\N,\N,\N,patndk
172600,sgwrs,sgwrs,chat,,n,f,sg,\N,\N,patnp
172633,sgwrsio,sgwrsio,chat,,v,\N,\N,\N,\N,patnpdk
172653,si,si,rumour,,n,m,sg,\N,\N,pd
172654,siaced,siaced,jacket,\N,n,f,sg,\N,\N,pd1375
172671,siafio,siafio,shave,,v,\N,\N,\N,\N,pd18dk
172735,siafo,siafo,shave,,v,\N,\N,\N,\N,pd18k
172761,sialens,sialens,challenge,,n,f,sg,\N,\N,pd1g7jp
172796,sialensio,sialensio,challenge,,v,\N,\N,\N,\N,pd1g7jpdk
172813,siambr,siambr,chamber,,n,f,sg,\N,\N,pd1i2n
172815,sianel,sianel,channel,,n,f,sg,\N,\N,pd1j7g
172847,sianelu,sianelu,direct,,v,\N,\N,\N,\N,pd1j7gs
172871,siâp,siâp,shape,,n,m,sg,\N,\N,pd1l
172873,Siapan,Siapan,Japan,,n,f,sg,place,\N,pd1l1j
172874,Siapanaidd,Siapanaidd,Japanese,,adj,,,\N,\N,pd1l1j1d6
172875,Siapaneg,Siapaneg,Japanese,(language),n,f,sg,\N,\N,pd1l1j7a
172913,siapio,siapio,shape,,v,\N,\N,\N,\N,pd1ldk
172933,siapo,siapo,shape,,v,\N,\N,\N,\N,pd1lk
173033,siarad,siarad,talk,,v,\N,\N,\N,\N,pd1n15
173044,siaradwr,siaradwr,speaker,,n,m,sg,\N,\N,pd1n15tn
173078,siario,siario,share,,v,\N,\N,\N,\N,pd1ndk
173097,siarp,siarp,sharp,\N,adj,\N,\N,\N,\N,pd1nl
173123,siarsio,siarsio,charge,,v,\N,\N,\N,\N,pd1npdk
173154,siart,siart,chart,,n,m,sg,\N,\N,pd1nq
173156,siart cylch,siart cylch,pie chart,,n,m,sg,\N,\N,pd1nq03ug4
173157,siartredig,siartredig,chartered,,adj,,,\N,\N,pd1nqn75da
173159,siawns,siawns,chance,,n,f,sg,\N,\N,pd1tjp
173161,siawns deg,siawns deg,even chance,(evens),n,f,sg,\N,\N,pd1tjp057a
173164,siawns dda,siawns dda,good chance,,n,f,sg,\N,\N,pd1tjp061
173166,siawns wael,siawns wael,poor chance,,n,f,sg,\N,\N,pd1tjp0t17g
173182,siawnsio,siawnsio,chance,,v,\N,\N,\N,\N,pd1tjpdk
173230,sibrwd,sibrwd,whisper,,v,\N,\N,\N,\N,pd2nt5
173271,sibrwd,sibrwd,rumour,,n,m,sg,\N,\N,pd2nt5
173274,sicr,sicr,sure,,adj,,,\N,\N,pd3n
173275,sicr,sicr,certain,,adj,,,\N,\N,pd3n
173276,sicrwydd,sicrwydd,certainty,,n,m,sg,\N,\N,pd3ntu6
173325,sicrhau,sicrhau,ensure,,v,\N,\N,\N,\N,pd3o1s
173329,sidan,sidan,silk,,n,m,sg,\N,\N,pd51j
173358,sidellu,sidellu,revolve,,v,\N,\N,\N,\N,pd57hs
173400,sidyllio,sidyllio,revolve,,v,\N,\N,\N,\N,pd5uhdk
173436,siec,siec,cheque,,n,f,sg,\N,\N,pd73
173437,siec teithio,siec teithio,traveller's cheque,,n,f,sg,\N,\N,pd730q7drdk
173439,sied,sied,shed,\N,n,m,sg,\N,\N,pd75
173440,siei,siei,shy,\N,adj,\N,\N,\N,\N,pd7d
173441,sifil,sifil,civil,,adj,,,\N,\N,pd8dg
173489,siffrwd,siffrwd,rustle,,v,\N,\N,\N,\N,pd9nt5
173496,sifftio,sifftio,shift,,v,\N,\N,\N,\N,pd9qdk
173497,sigaren,sigaren,cigarette,,n,f,sg,\N,\N,pda1n7j
173508,siglo,siglo,swing,,v,\N,\N,\N,\N,pdagk
173575,sigo,sigo,buckle,,v,\N,\N,\N,\N,pdak
173607,singled,singled,vest,\N,n,f,sg,\N,\N,pdbg75
173608,silff,silff,shelf,,n,f,sg,\N,\N,pdg9
173611,silindr,silindr,cylinder,,n,m,sg,\N,\N,pdgdj5n
173625,silio,silio,shell,,v,\N,\N,\N,\N,pdgdk
173663,silwair,silwair,silage,,n,m,sg,\N,\N,pdgt1dn
173666,sillaf,sillaf,syllable,,n,f,sg,\N,\N,pdh18
173668,sillafiad,sillafiad,spelling,,n,m,sg,\N,\N,pdh18d15
173675,sillafu,sillafu,spell,,v,\N,\N,\N,\N,pdh18s
173730,sillwyddor,sillwyddor,syllabary,,n,f,sg,\N,\N,pdhtu6kn
173732,simént,simént,cement,\N,n,m,sg,\N,\N,pdi7jq
173733,simpl,simpl,simple,\N,adj,\N,\N,\N,\N,pdilg
173766,simsan,simsan,totter,,v,\N,\N,\N,\N,pdip1j
173838,simsanu,simsanu,totter,,v,\N,\N,\N,\N,pdip1js
173847,sin,sin,sine,,n,m,sg,\N,\N,pdj
173849,sinema,sinema,cinema,,n,f,sg,\N,\N,pdj7i1
173890,sïo,sïo,buzz,,v,\N,\N,\N,\N,pdk
173902,sioc,sioc,shock,,n,f,sg,\N,\N,pdk3
173903,tsiocled,siocled,chocolate,\N,n,m,sg,\N,\N,pdk3g75
173905,siocled,siocled,chocolate,,n,m,sg,\N,\N,pdk3g75
173906,sioe,sioe,show,,n,f,sg,\N,\N,pdk7
173908,siôl,siôl,shawl,\N,n,f,sg,\N,\N,pdkg
173909,siom,siom,disappointment,,n,m,sg,\N,\N,pdki
173911,siomedig,siomedig,disappointed,,adj,,,\N,\N,pdki75da
173941,siomi,siomi,disappoint,,v,\N,\N,\N,\N,pdkid
173966,sionc,sionc,nimble,,adj,,,\N,\N,pdkj3
173970,sioncio,sioncio,enliven,,v,\N,\N,\N,\N,pdkj3dk
174018,siop,siop,shop,,n,f,sg,\N,\N,pdkl
174021,siop stop-cyntaf,siop stop-cyntaf,one-stop shop,,n,f,sg,\N,\N,pdkl0pqkl03ujq18
174047,siopa,siopa,shop,,v,\N,\N,\N,\N,pdkl1
174076,siopwr,siopwr,shopper,,n,m,sg,\N,\N,pdkltn
174078,siort,siort,short,\N,adj,\N,\N,\N,\N,pdknq
174094,sipian,sipian,sip,,v,\N,\N,\N,\N,pdld1j
174139,sipio,sipio,sip,,v,\N,\N,\N,\N,pdldk
174183,sir,sir,county,,n,f,sg,\N,\N,pdn
174224,sirioli,sirioli,gladden,,v,\N,\N,\N,\N,pdndkgd
174238,sirol,sirol,county,,adj,,,\N,\N,pdnkg
174250,sisial,sisial,murmur,,v,\N,\N,\N,\N,pdpd1g
174293,siswrn,siswrn,pair of scissors,,n,m,sg,\N,\N,pdptnj
174343,siwglo,siwglo,juggle,,v,\N,\N,\N,\N,pdtagk
174349,siwgwr,siwgr,sugar,\N,n,m,sg,\N,\N,pdtan
174350,siwgr,siwgr,sugar,,n,m,sg,\N,\N,pdtan
174352,siwr,siwr,sure,,adj,,,\N,\N,pdtn
174353,siŵr,siŵr,sure,,adj,,,\N,\N,pdtn
174355,siwrnai,siwrnai,journey,,n,f,sg,\N,\N,pdtnj1d
174382,siwrhau,siwrhau,ensure,,v,\N,\N,\N,\N,pdto1s
174406,siwt,siwt,suit,\N,n,f,sg,\N,\N,pdtq
174411,siwtio,siwtio,suit,,v,\N,\N,\N,\N,pdtqdk
174458,slaes,slaes,slash,(/),n,m,sg,\N,\N,pg17p
174460,slafaidd,slafaidd,slavish,,adj,,,\N,\N,pg181d6
174461,slawer dydd,slawer dydd,in the old days,,adv,,,\N,\N,pg1t7n05u6
174470,sleifio,sleifio,sneak,,v,\N,\N,\N,\N,pg7d8dk
174514,slo,slo,slow,\N,adj,\N,\N,\N,\N,pgk
174538,slobran,slobran,slobber,,v,\N,\N,\N,\N,pgk2n1j
174595,slotian,slotian,tipple,,v,\N,\N,\N,\N,pgkqd1j
174666,slotio,slotio,slot,,v,\N,\N,\N,\N,pgkqdk
174671,smala,smala,droll,,adj,,,\N,\N,pi1g1
174690,smalio,smalio,joke,,v,\N,\N,\N,\N,pi1gdk
174723,smart,smart,smart,\N,adj,\N,\N,\N,\N,pi1nq
174733,smocio,smocio,smoke,,v,\N,\N,\N,\N,pik3dk
174775,smonach,smonach,mess,(confusion),n,m,sg,\N,\N,pikj14
174777,smotyn,smotyn,spot,(mark),n,m,sg,\N,\N,pikquj
174807,smwddio,smwddio,iron,,v,\N,\N,\N,\N,pit6dk
174829,smwthio,smwthio,iron,\N,v,\N,\N,\N,\N,pitrdk
174866,smyglo,smyglo,smuggle,,v,\N,\N,\N,\N,piuagk
174921,smygu,smygu,smoke,,v,\N,\N,\N,\N,piuas
174938,snap,snap,snap,,n,m,sg,\N,\N,pj1l
174940,snapio,snapio,snap,,v,\N,\N,\N,\N,pj1ldk
174984,sniffian,sniffian,sniff,,v,\N,\N,\N,\N,pjd9d1j
175005,snwffian,snwffian,sniff,,v,\N,\N,\N,\N,pjt9d1j
175050,snwffio,snwffio,sniffle,,v,\N,\N,\N,\N,pjt9dk
175094,so,so,so,\N,conj,\N,\N,\N,\N,pk
175095,sobr,sobr,extremely,\N,adv,\N,\N,\N,\N,pk2n
175143,sobreiddio,sobreiddio,sober_up,,v,\N,\N,\N,\N,pk2n7d6dk
175183,sobri,sobri,sober_up,,v,\N,\N,\N,\N,pk2nd
175202,sobrio,sobrio,sober_up,,v,\N,\N,\N,\N,pk2ndk
175252,soced,soced,socket,,n,m,sg,\N,\N,pk375
175281,sodli,sodli,follow_on the heel,,v,\N,\N,\N,\N,pk5gd
175327,sodro,sodro,solder,,v,\N,\N,\N,\N,pk5nk
175402,soddi,soddi,sink,,v,\N,\N,\N,\N,pk6d
175416,soffa,soffa,sofa,\N,n,f,sg,\N,\N,pk91
175417,soffistigedig,soffistigedig,sophisticated,,adj,,,\N,\N,pk9dpqda75da
175418,solet,solet,solid,,adj,,,\N,\N,pkg7q
175419,solffeuo,solffeuo,sing_solfa,\N,v,\N,\N,\N,\N,pkg97sk
175421,solid,solid,solid,,n,m,sg,\N,\N,pkgd5
175422,sombi,sombi,zombie,,n,m,sg,\N,\N,pki2d
175467,somi,somi,disappoint,,v,\N,\N,\N,\N,pkid
175505,sôn,sôn,mention,,v,\N,\N,\N,\N,pkj
175515,sôn,sôn,rumour,,n,m,sg,\N,\N,pkj
175563,sonio,sonio,mention,,v,\N,\N,\N,\N,pkjdk
175582,soprano,soprano,soprano,\N,n,f,sg,\N,\N,pkln1jk
175583,sori,sori,sorry,\N,e,\N,\N,\N,\N,pknd
175637,sorri,sorri,sulk,,v,\N,\N,\N,\N,pknnd
175645,sortio,sortio,sort,,v,\N,\N,\N,\N,pknqdk
175689,sos,sos,sauce,\N,n,m,sg,\N,\N,pkp
175690,sosban,sosban,saucepan,\N,n,f,sg,\N,\N,pkp21j
175691,soser,soser,saucer,\N,n,f,sg,\N,\N,pkp7n
175693,sosialaeth,sosialaeth,socialism,,n,f,sg,\N,\N,pkpd1g17r
175694,sosialaidd,sosialaidd,socialist,,adj,,,\N,\N,pkpd1g1d6
175695,sosialwr,sosialwr,socialist,,n,m,sg,\N,\N,pkpd1gtn
175697,sosialydd,sosialydd,socialist,,n,m,sg,\N,\N,pkpd1gu6
175699,sownd,sownd,tightly_fixed,\N,adj,\N,\N,\N,\N,pktj5
175700,spesial,spesial,special,\N,adj,\N,\N,\N,\N,pl7pd1g
175701,stad,stad,estate,,n,f,sg,\N,\N,pq15
175717,staenio,staenio,stain,,v,\N,\N,\N,\N,pq17jdk
175788,staeno,staeno,stain,,v,\N,\N,\N,\N,pq17jk
175808,stafell,stafell,room,,n,f,sg,\N,\N,pq187h
175810,staffio,staffio,staff,,v,\N,\N,\N,\N,pq19dk
175812,stamp,stamp,stamp,,n,mf,sg,\N,\N,pq1il
175813,stampiedig,stampiedig,stamped,,adj,,,\N,\N,pq1ild75da
175841,stampio,stampio,stamp,,v,\N,\N,\N,\N,pq1ildk
175878,stampo,stampo,stamp,,v,\N,\N,\N,\N,pq1ilk
175919,startsio,startsio,starch,\N,v,\N,\N,\N,\N,pq1nqpdk
175920,statig,statig,static,,adj,,,\N,\N,pq1qda
175921,statudol,statudol,statutory,,adj,,,\N,\N,pq1qs5kg
175923,statws,statws,status,,n,m,sg,\N,\N,pq1qtp
175924,steil,steil,style,,n,f,sg,\N,\N,pq7dg
175926,stêj,stêj,stage,\N,n,m,sg,\N,\N,pq7e
175928,stensil,stensil,stencil,,n,m,sg,\N,\N,pq7jpdg
175929,step,step,step,\N,n,f,sg,\N,\N,pq7l
175930,stepan,stepan,step,\N,n,f,sg,\N,\N,pq7l1j
175944,steryllu,steryllu,sterilise,,v,\N,\N,\N,\N,pq7nuhs
175985,stesion,stesion,station,\N,n,f,sg,\N,\N,pq7pdkj
176004,sticio,sticio,stick,,v,\N,\N,\N,\N,pqd3dk
176038,stiff,stiff,stiff,\N,adj,\N,\N,\N,\N,pqd9
176067,stigmateiddio,stigmateiddio,stigmatise,,v,\N,\N,\N,\N,pqdai1q7d6dk
176095,stilio,stilio,distil,,v,\N,\N,\N,\N,pqdgdk
176141,stiw,stiw,stew,\N,n,m,sg,\N,\N,pqdt
176181,stiwardio,stiwardio,keep_watch,,v,\N,\N,\N,\N,pqdt1n5dk
176193,stiwdio,stiwdio,studio,,n,f,sg,\N,\N,pqdt5dk
176195,stiwio,stiwio,stew,\N,v,\N,\N,\N,\N,pqdtdk
176196,stoc,stoc,stock,,n,f,sg,\N,\N,pqk3
176198,stoc-ddaliad,stoc-ddaliad,stockholding,,n,m,sg,\N,\N,pqk3061gd15
176203,stocanu,stocanu,stook,,v,\N,\N,\N,\N,pqk31js
176272,stocio,stocio,stock,,v,\N,\N,\N,\N,pqk3dk
176306,stocrestr,stocrestr,stocklist,,n,f,sg,\N,\N,pqk3n7pqn
176307,stôf,stôf,stove,\N,n,f,sg,\N,\N,pqk8
176343,stompio,stompio,mash,,v,\N,\N,\N,\N,pqkildk
176361,stôn,stôn,stone,(weight),n,f,sg,\N,\N,pqkj
176363,stondin,stondin,stall,(market),n,m,sg,\N,\N,pqkj5dj
176364,stop,stop,stop,,n,m,sg,\N,\N,pqkl
176397,stopio,stopio,stop,,v,\N,\N,\N,\N,pqkldk
176417,stôr,stôr,store,\N,n,m,sg,\N,\N,pqkn
176418,stordy,stordy,warehouse,,n,m,sg,\N,\N,pqkn5u
176421,storfa,storfa,store,(place),n,f,sg,\N,\N,pqkn81
176424,stori,stori,story,,n,f,sg,\N,\N,pqknd
176461,storio,storio,store,,v,\N,\N,\N,\N,pqkndk
176479,storm,storm,storm,,n,f,sg,\N,\N,pqkni
176480,straen,straen,stress,,n,m,sg,\N,\N,pqn17j
176505,strancio,strancio,throw_a tantrum,,v,\N,\N,\N,\N,pqn1j3dk
176550,strapio,strapio,strap,,v,\N,\N,\N,\N,pqn1ldk
176585,strategaeth,strategaeth,strategy,,n,f,sg,\N,\N,pqn1q7a17r
176586,strategol,strategol,strategic,,adj,,,\N,\N,pqn1q7akg
176587,streic,streic,strike,(workplace),n,f,sg,\N,\N,pqn7d3
176605,streicio,streicio,go_on strike,,v,\N,\N,\N,\N,pqn7d3dk
176640,streptomysin,streptomysin,streptomycin,\N,n,m,sg,\N,\N,pqn7lqkiupdj
176642,stribed,stribed,strip,(of material),n,m,sg,\N,\N,pqnd275
176646,strimio,strimio,strim,,v,\N,\N,\N,\N,pqndidk
176694,strôc,strôc,stroke,\N,n,f,sg,\N,\N,pqnk3
176695,strwythur,strwythur,structure,,n,m,sg,\N,\N,pqntursn
176697,strwythuredig,strwythuredig,structured,,adj,,,\N,\N,pqntursn75da
176726,strwythuro,strwythuro,structure,,v,\N,\N,\N,\N,pqntursnk
176752,strwythurol,strwythurol,structural,,adj,,,\N,\N,pqntursnkg
176753,stryd,stryd,street,,n,f,sg,\N,\N,pqnu5
176755,stumog,stumog,stomach,\N,n,f,sg,\N,\N,pqsika
176770,stumogi,stumogi,stomach,,v,\N,\N,\N,\N,pqsikad
176810,stwff,stwff,stuff,\N,n,m,sg,\N,\N,pqt9
176847,stwffio,stwffio,stuff,,v,\N,\N,\N,\N,pqt9dk
176902,stwmpo,stwmpo,mash,,v,\N,\N,\N,\N,pqtilk
176917,stwns,stwns,hash,(computing),n,m,sg,\N,\N,pqtjp
176961,stwnsio,stwnsio,hash,(computing),v,\N,\N,\N,\N,pqtjpdk
176965,stwnsio,stwnsio,mash,,v,\N,\N,\N,\N,pqtjpdk
176970,stydio,stydio,study,\N,v,\N,\N,\N,\N,pqu5dk
176972,sudd,sudd,juice,,n,m,sg,\N,\N,ps6
176994,suddo,suddo,sink,,v,\N,\N,\N,\N,ps6k
177068,sugno,sugno,suck,,v,\N,\N,\N,\N,psajk
177082,sugnydd llwch,sugnydd llwch,vacuum cleaner,,n,m,sg,\N,\N,psaju60ht4
177083,Sul,Sul,Sunday,,n,m,sg,\N,\N,psg
177108,suo,suo,buzz,,v,\N,\N,\N,\N,psk
177139,sur,sur,sour,\N,adj,\N,\N,\N,\N,psn
177148,suro,suro,sour,,v,\N,\N,\N,\N,psnk
177194,sut,sut,how,,int,,,\N,\N,psq
177195,sŵ,sŵ,zoo,,n,m,sg,\N,\N,pt
177246,swalpio,swalpio,wriggle,,v,\N,\N,\N,\N,pt1gldk
177250,swatio,swatio,crouch,,v,\N,\N,\N,\N,pt1qdk
177320,swbachu,swbachu,shrivel,,v,\N,\N,\N,\N,pt214s
177362,swcro,swcro,give_refuge,,v,\N,\N,\N,\N,pt3nk
177406,swigen,swigen,bubble,,n,f,sg,\N,\N,ptda7j
177408,swil,swil,shy,\N,adj,\N,\N,\N,\N,ptdg
177411,swits,swits,switch,,n,m,sg,\N,\N,ptdqp
177412,switsfwrdd,switsfwrdd,switchboard,,n,m,sg,\N,\N,ptdqp8tn6
177452,switsio,switsio,switch,,v,\N,\N,\N,\N,ptdqpdk
177465,swm,swm,sum,,n,m,sg,\N,\N,pti
177500,swmpo,swmpo,fondle,,v,\N,\N,\N,\N,ptilk
177522,sŵn,sŵn,noise,,n,m,sg,\N,\N,ptj
177529,swnan,swnan,grumble,,v,\N,\N,\N,\N,ptj1j
177603,swnial,swnial,mutter,,v,\N,\N,\N,\N,ptjd1g
177652,swnian,swnian,grumble,,v,\N,\N,\N,\N,ptjd1j
177684,swnio,swnio,sound,,v,\N,\N,\N,\N,ptjdk
177782,swno,swno,sound,,v,\N,\N,\N,\N,ptjk
177785,swnydd,swnydd,pager,,n,m,sg,\N,\N,ptju6
177786,swopio,swopio,swap,\N,v,\N,\N,\N,\N,ptkldk
177788,sŵp,sŵp,soup,\N,n,m,sg,\N,\N,ptl
177789,swp,swp,batch,,n,m,sg,\N,\N,ptl
177790,swper,swper,supper,,n,mf,sg,\N,\N,ptl7n
177833,swpera,swpera,eat_supper,,v,\N,\N,\N,\N,ptl7n1
177860,swperu,swperu,eat_supper,,v,\N,\N,\N,\N,ptl7ns
177900,swrth,swrth,sullen,\N,adj,\N,\N,\N,\N,ptnr
177901,swydd,swydd,job,(employment),n,f,sg,\N,\N,ptu6
177904,swyddfa,swyddfa,office,,n,f,sg,\N,\N,ptu681
177906,swyddfa bost,swyddfa bost,post office,,n,f,sg,\N,\N,ptu68102kpq
177908,swyddfa'r post,swyddfa'r post,post office,,n,f,sg,\N,\N,ptu6810n0lkpq
177909,swyddog,swyddog,officer,,n,m,sg,\N,\N,ptu6ka
177911,swyddogaeth,swyddogaeth,function,,n,f,sg,\N,\N,ptu6ka17r
177912,swyddogaeth,swyddogaeth,functionality,,n,f,sg,\N,\N,ptu6ka17r
177914,swyddogaethol,swyddogaethol,functional,,adj,,,\N,\N,ptu6ka17rkg
177915,swyddogol,swyddogol,official,,adj,,,\N,\N,ptu6kakg
177935,swyno,swyno,enchant,,v,\N,\N,\N,\N,ptujk
177970,sy’n amrywio o ran eu perthnasedd,sy’n amrywio o ran eu perthnasedd,which differ in their relevance,,h,,,\N,\N,pu0j01inutdk0k0n1j07s0l7nrj1p76
178011,sybachu,sybachu,shrivel,,v,\N,\N,\N,\N,pu214s
178025,sych,sych,dry,,adj,,,\N,\N,pu4
178038,sychdarthu,sychdarthu,sublimate,,v,\N,\N,\N,\N,pu451nrs
178080,sychder,sychder,dryness,\N,n,m,sg,\N,\N,pu457n
178123,sychedu,sychedu,thirst,,v,\N,\N,\N,\N,pu475s
178135,sychlyd,sychlyd,dry,(humour),adj,,,\N,\N,pu4gu5
178176,sychu,sychu,dry,,v,\N,\N,\N,\N,pu4s
178191,sydyn,sydyn,sudden,,adj,,,\N,\N,pu5uj
178198,syflu,syflu,shift,,v,\N,\N,\N,\N,pu8gs
178284,syflyd,syflyd,shift,,v,\N,\N,\N,\N,pu8gu5
178300,syfrdanol,syfrdanol,stunning,,adj,,,\N,\N,pu8n51jkg
178311,syfrdanu,syfrdanu,astound,,v,\N,\N,\N,\N,pu8n51js
178355,syffro,syffro,suffer,\N,v,\N,\N,\N,\N,pu9nk
178356,sylfaen,sylfaen,foundation,,n,f,sg,\N,\N,pug817j
178358,sylfaenol,sylfaenol,fundamental,,adj,,,\N,\N,pug817jkg
178364,sylfaenu,sylfaenu,base,,v,\N,\N,\N,\N,pug817js
178413,sylw,sylw,comment,,n,m,sg,\N,\N,pugt
178415,sylw dyledus,sylw dyledus,due consideration,,n,m,sg,\N,\N,pugt05ug75sp
178416,sylwad,sylwad,comment,,n,m,sg,\N,\N,pugt15
178469,sylwebu,sylwebu,commentate,,v,\N,\N,\N,\N,pugt72s
178473,sylwedd,sylwedd,substance,,n,m,sg,\N,\N,pugt76
178474,sylweddadwy,sylweddadwy,realiseable,,adj,,,\N,\N,pugt7615tu
178475,sylweddol,sylweddol,substantial,,adj,,,\N,\N,pugt76kg
178487,sylweddoli,sylweddoli,realise,,v,\N,\N,\N,\N,pugt76kgd
178575,sylwi,sylwi,notice,,v,\N,\N,\N,\N,pugtd
178611,syllio,syllio,stare,,v,\N,\N,\N,\N,puhdk
178649,syllu,syllu,stare,,v,\N,\N,\N,\N,puhs
178689,sym,sym,sum,,n,f,sg,\N,\N,pui
178690,symbol,symbol,symbol,,n,m,sg,\N,\N,pui2kg
178692,symbolaidd,symbolaidd,symbolic,,adj,,,\N,\N,pui2kg1d6
